,gene_id,gene_name,gene_type,gene_chrom,gene_start,gene_end,n_cells,percent_cells,robust,highly_variable_features,ribosomal,mitochondrial,protein_coding,mitocarta_genes,robust_protein_coding,mean,bins,std
MYO1F,ENSG00000142347,MYO1F,protein_coding,19,8520778.0,8577577.0,1343889.0,15.10161054449174,True,True,False,False,True,False,True,0.12395287136140223,"(0.368, 0.425]",0.3163318500499786
DAPP1,ENSG00000070190,DAPP1,protein_coding,4,99816827.0,99870190.0,124096.0,1.3944972108033078,True,True,False,False,True,False,True,0.009489390105547458,"(0.0314, 0.0362]",0.0873329307312528
MROH9,ENSG00000117501,MROH9,protein_coding,1,170935526.0,171064765.0,1319523.0,14.827803821966972,True,True,False,False,True,False,True,0.10643452715973317,"(0.324, 0.368]",0.3136846738871699
MSR1,ENSG00000038945,MSR1,protein_coding,8,16107878.0,16567490.0,588541.0,6.613579671733091,True,True,False,False,True,False,True,0.07066118325237902,"(0.185, 0.214]",0.32089438348125426
LCP2,ENSG00000043462,LCP2,protein_coding,5,170246233.0,170297815.0,500068.0,5.619386855434411,True,True,False,False,True,False,True,0.0497901543082119,"(0.14, 0.161]",0.22471379591304746
LTBP1,ENSG00000049323,LTBP1,protein_coding,2,32946953.0,33399509.0,2840827.0,31.923070267170004,True,True,False,False,True,False,True,0.31823365783711505,"(0.825, 0.96]",0.5560161037956544
EBI3,ENSG00000105246,EBI3,protein_coding,19,4229523.0,4237528.0,156957.0,1.7637643333874968,True,True,False,False,True,False,True,0.012097024297350985,"(0.0362, 0.0422]",0.09738760109892462
CHST8,ENSG00000124302,CHST8,protein_coding,19,33621953.0,33773509.0,669156.0,7.519470213321125,True,False,False,False,True,False,True,0.06044994227228272,"(0.161, 0.185]",0.24640276990770507
MEGF10,ENSG00000145794,MEGF10,protein_coding,5,127290796.0,127465737.0,4525457.0,50.853671062002846,True,True,False,False,True,False,True,0.6027068082542458,"(1.683, 2.18]",0.7397169742109542
ECM2,ENSG00000106823,ECM2,protein_coding,9,92493554.0,92536655.0,1127787.0,12.67321932923084,True,True,False,False,True,False,True,0.11047864589175974,"(0.282, 0.324]",0.30441674029600707
PTCHD4,ENSG00000244694,PTCHD4,protein_coding,6,47856673.0,48111197.0,2755202.0,30.960881125900073,True,True,False,False,True,False,True,0.5300628246493109,"(0.96, 1.125]",0.9220270498686248
GLRA2,ENSG00000101958,GLRA2,protein_coding,X,14529298.0,14731812.0,1850829.0,20.798219750627545,True,True,False,False,True,False,True,0.22223073650768294,"(0.551, 0.63]",0.49254551253936096
NDNF,ENSG00000173376,NDNF,protein_coding,4,121035613.0,121073021.0,121307.0,1.3631565332558413,True,True,False,False,True,False,True,0.012711924585030907,"(0.0314, 0.0362]",0.1236874339417167
CEMIP2,ENSG00000135048,CEMIP2,protein_coding,9,71683366.0,71816690.0,2388194.0,26.836722149442327,True,True,False,False,True,False,True,0.33851755698973246,"(0.63, 0.72]",0.6090669356501279
TGFBR3,ENSG00000069702,TGFBR3,protein_coding,1,91680343.0,91906335.0,1844722.0,20.72959389269195,True,True,False,False,True,False,True,0.20386603155835506,"(0.484, 0.551]",0.45716554108848456
CR1,ENSG00000203710,CR1,protein_coding,1,207496147.0,207641765.0,521375.0,5.858818844141429,True,True,False,False,True,False,True,0.04997665551381079,"(0.161, 0.185]",0.21468432111300953
TIFA,ENSG00000145365,TIFA,protein_coding,4,112274537.0,112285904.0,121937.0,1.3702359978864989,True,False,False,False,True,False,True,0.012017103305538599,"(0.023, 0.027]",0.09552896157666642
PPP1R36,ENSG00000165807,PPP1R36,protein_coding,14,64549920.0,64589381.0,363379.0,4.083379012736069,True,True,False,False,True,False,True,0.03100259899613239,"(0.0894, 0.104]",0.1558944595993678
LIX1,ENSG00000145721,LIX1,protein_coding,5,97091867.0,97142753.0,363737.0,4.087401946605554,True,True,False,False,True,False,True,0.027990344106075572,"(0.0894, 0.104]",0.15816410381896823
NFIL3,ENSG00000165030,NFIL3,protein_coding,9,91409045.0,91423832.0,716876.0,8.055711565979824,True,False,False,False,True,False,True,0.06373128637683498,"(0.161, 0.185]",0.2246085519381084
FOXQ1,ENSG00000164379,FOXQ1,protein_coding,6,1312098.0,1314758.0,87278.0,0.9807643079913222,True,True,False,False,True,False,True,0.006943038893356202,"(0.0198, 0.023]",0.07405012703808132
RPL8,ENSG00000161016,RPL8,protein_coding,8,144789765.0,144792587.0,1937645.0,21.773792451223052,True,False,True,False,True,False,False,0.1628867832476975,"(0.484, 0.551]",0.3410772727650689
SHMT1,ENSG00000176974,SHMT1,protein_coding,17,18327860.0,18363563.0,1329498.0,14.939895345285716,True,True,False,False,True,False,True,0.11538236002170246,"(0.324, 0.368]",0.28594174756661306
SALL1,ENSG00000103449,SALL1,protein_coding,16,51135975.0,51151367.0,1117351.0,12.555947435761725,True,True,False,False,True,False,True,0.08565695788895811,"(0.324, 0.368]",0.25418673797978364
BAMBI,ENSG00000095739,BAMBI,protein_coding,10,28677510.0,28682932.0,344306.0,3.8690510303542722,True,True,False,False,True,False,True,0.023203387411814748,"(0.0894, 0.104]",0.1369917265157996
PCDH18,ENSG00000189184,PCDH18,protein_coding,4,137518918.0,137532494.0,170627.0,1.917377478627321,True,True,False,False,True,False,True,0.014580077050039492,"(0.0422, 0.0495]",0.11328894960800064
CPT1A,ENSG00000110090,CPT1A,protein_coding,11,68754620.0,68844410.0,1183239.0,13.296347063674052,True,False,False,False,True,True,False,0.1068805773850463,"(0.324, 0.368]",0.3016150068817153
CEP135,ENSG00000174799,CEP135,protein_coding,4,55948871.0,56033361.0,1342999.0,15.091609396045252,True,True,False,False,True,False,True,0.12746031515992806,"(0.324, 0.368]",0.32119993651731077
RBMS3,ENSG00000144642,RBMS3,protein_coding,3,28574791.0,30010391.0,2367044.0,26.599054408270252,True,True,False,False,True,False,True,0.2871951384361764,"(0.72, 0.825]",0.5866646497122199
COL11A1,ENSG00000060718,COL11A1,protein_coding,1,102876467.0,103108872.0,2893270.0,32.51238513006774,True,True,False,False,True,False,True,0.40064445950810107,"(0.96, 1.125]",0.7066292624442377
CLIC5,ENSG00000112782,CLIC5,protein_coding,6,45880827.0,46080348.0,701338.0,7.8811072462478275,True,False,False,False,True,False,True,0.07529542598673729,"(0.161, 0.185]",0.27110273939765794
TNS3,ENSG00000136205,TNS3,protein_coding,7,47275154.0,47582558.0,2202287.0,24.747639560407947,True,True,False,False,True,False,True,0.24068601901344808,"(0.72, 0.825]",0.5047911712530933
LIPG,ENSG00000101670,LIPG,protein_coding,18,49560699.0,49599185.0,112117.0,1.2598862476118045,True,True,False,False,True,False,True,0.008079628528928155,"(0.027, 0.0314]",0.08211768512280544
SLCO2B1,ENSG00000137491,SLCO2B1,protein_coding,11,75100563.0,75206549.0,1026907.0,11.539606008689987,True,True,False,False,True,False,True,0.116741924367516,"(0.324, 0.368]",0.3864528267967841
PGGHG,ENSG00000142102,PGGHG,protein_coding,11,289126.0,296107.0,216207.0,2.4295711260326747,True,True,False,False,True,False,True,0.015876379293816346,"(0.0577, 0.0671]",0.10751396333168624
YBX3,ENSG00000060138,YBX3,protein_coding,12,10699089.0,10723323.0,802811.0,9.021384253337855,True,True,False,False,True,False,True,0.08478798675208864,"(0.214, 0.246]",0.29495913378474753
ZNF366,ENSG00000178175,ZNF366,protein_coding,5,72439903.0,72507410.0,116435.0,1.3084086734454226,True,True,False,False,True,False,True,0.013692893394822936,"(0.0314, 0.0362]",0.12862054463714273
ANXA2,ENSG00000182718,ANXA2,protein_coding,15,60347134.0,60402883.0,231522.0,2.601669540030327,True,True,False,False,True,False,True,0.02007007159997577,"(0.0577, 0.0671]",0.13599935659100376
FGF1,ENSG00000113578,FGF1,protein_coding,5,142592178.0,142698070.0,3447535.0,38.74079697691128,True,True,False,False,True,False,True,0.3401185849608517,"(1.125, 1.352]",0.5360077511798169
RPS11,ENSG00000142534,RPS11,protein_coding,19,49496365.0,49499708.0,2054792.0,23.090202043425663,True,False,True,False,True,False,False,0.1672628548771577,"(0.484, 0.551]",0.346241564408604
CRACD,ENSG00000109265,CRACD,protein_coding,4,56049098.0,56330609.0,3102805.0,34.866981354488125,True,True,False,False,True,False,True,0.4395131062180716,"(0.96, 1.125]",0.7464631224683174
FCER1G,ENSG00000158869,FCER1G,protein_coding,1,161215234.0,161220699.0,94327.0,1.0599756511365688,True,True,False,False,True,False,True,0.007549880428617095,"(0.023, 0.027]",0.07709169823359123
CHST3,ENSG00000122863,CHST3,protein_coding,10,71964395.0,72013558.0,1672870.0,18.798450788393904,True,True,False,False,True,False,True,0.15005690071479375,"(0.484, 0.551]",0.3480440764316757
TGFB2,ENSG00000092969,TGFB2,protein_coding,1,218345336.0,218444619.0,1657261.0,18.623048624235278,True,True,False,False,True,False,True,0.18398056018733344,"(0.484, 0.551]",0.4569668689655038
PDE9A,ENSG00000160191,PDE9A,protein_coding,21,42653621.0,42775509.0,1751578.0,19.68291190291739,True,True,False,False,True,False,True,0.15196274038137142,"(0.484, 0.551]",0.3622600423437255
LY96,ENSG00000154589,LY96,protein_coding,8,73991392.0,74029079.0,485581.0,5.456592880665623,True,True,False,False,True,False,True,0.04210652142055366,"(0.121, 0.14]",0.1886775098780479
CCR1,ENSG00000163823,CCR1,protein_coding,3,46201711.0,46208313.0,65560.0,0.7367138114062086,True,True,False,False,True,False,True,0.004072465375663852,"(0.017, 0.0198]",0.05642190476501535
SKAP2,ENSG00000005020,SKAP2,protein_coding,7,26667068.0,26995239.0,2727454.0,30.64907003927867,True,True,False,False,True,False,True,0.3892728224267098,"(0.825, 0.96]",0.646701813140953
MGAM,ENSG00000257335,MGAM,protein_coding,7,141907813.0,142106747.0,541645.0,6.086597809321475,True,True,False,False,True,False,True,0.045625722635079115,"(0.14, 0.161]",0.21774948610910183
TM4SF1,ENSG00000169908,TM4SF1,protein_coding,3,149369022.0,149377692.0,78221.0,0.8789885759915352,True,True,False,False,True,False,True,0.011067804652228007,"(0.023, 0.027]",0.11323302098650957
CPVL,ENSG00000106066,CPVL,protein_coding,7,28995235.0,29195451.0,1067345.0,11.99401774001464,True,True,False,False,True,False,True,0.11158218648983063,"(0.282, 0.324]",0.33796611366100854
LDB3,ENSG00000122367,LDB3,protein_coding,10,86668507.0,86736072.0,2541394.0,28.558268151691124,True,True,False,False,True,False,True,0.24173586305174133,"(0.825, 0.96]",0.462231153851341
RPS2,ENSG00000140988,RPS2,protein_coding,16,1962058.0,1964841.0,1951328.0,21.927551680653668,True,False,True,False,True,False,False,0.15478299010184965,"(0.484, 0.551]",0.33112025575097404
LGALS3,ENSG00000131981,LGALS3,protein_coding,14,55124110.0,55145423.0,505463.0,5.6800117946128195,True,True,False,False,True,False,True,0.04125307555862685,"(0.14, 0.161]",0.19025983361106427
ACTL6A,ENSG00000136518,ACTL6A,protein_coding,3,179562886.0,179588407.0,743706.0,8.357206861282274,True,True,False,False,True,False,True,0.05711216534575112,"(0.185, 0.214]",0.20414759197536783
S100A10,ENSG00000197747,S100A10,protein_coding,1,151982915.0,151993859.0,104330.0,1.1723818173277876,True,True,False,False,True,False,True,0.008668884146589739,"(0.027, 0.0314]",0.08453493398110662
PLBD1,ENSG00000121316,PLBD1,protein_coding,12,14503661.0,14567883.0,183540.0,2.062484029064911,True,True,False,False,True,False,True,0.015132385521968548,"(0.0422, 0.0495]",0.10677834077963645
LRRC8D,ENSG00000171492,LRRC8D,protein_coding,1,89821014.0,89936611.0,1045938.0,11.753462026763073,True,True,False,False,True,False,True,0.0827465811162765,"(0.246, 0.282]",0.23975143009128752
SLC17A9,ENSG00000101194,SLC17A9,protein_coding,20,62952707.0,62969585.0,110613.0,1.24298543046179,True,True,False,False,True,False,True,0.008757548665600428,"(0.023, 0.027]",0.08020285557670875
CCDC88C,ENSG00000015133,CCDC88C,protein_coding,14,91271323.0,91417844.0,876803.0,9.852850518340421,True,False,False,False,True,False,True,0.08080611350905073,"(0.185, 0.214]",0.2674064579156897
SPINK13,ENSG00000214510,SPINK13,protein_coding,5,148268180.0,148286255.0,529034.0,5.944884907008423,True,True,False,False,True,False,True,0.04005087854580967,"(0.121, 0.14]",0.17508693058628877
CD69,ENSG00000110848,CD69,protein_coding,12,9752486.0,9760901.0,67859.0,0.7625482386853861,True,True,False,False,True,False,True,0.006161240703249771,"(0.0198, 0.023]",0.08518501389892648
PDLIM3,ENSG00000154553,PDLIM3,protein_coding,4,185500660.0,185535507.0,712822.0,8.010155772943813,True,True,False,False,True,False,True,0.06016007099121078,"(0.185, 0.214]",0.23052514894398327
YOD1,ENSG00000180667,YOD1,protein_coding,1,207043849.0,207052980.0,915572.0,10.288507287016554,True,False,False,False,True,False,True,0.07778744533814055,"(0.214, 0.246]",0.2383681603092005
ADIPOR2,ENSG00000006831,ADIPOR2,protein_coding,12,1688574.0,1788674.0,5128921.0,57.634944147518965,True,True,False,False,True,False,True,0.6508586773667155,"(1.683, 2.18]",0.6974684264196006
TPPP3,ENSG00000159713,TPPP3,protein_coding,16,67389809.0,67393518.0,371450.0,4.174074820726605,True,True,False,False,True,False,True,0.026801011357829838,"(0.104, 0.121]",0.14006125739015932
GK,ENSG00000198814,GK,protein_coding,X,30653359.0,30731462.0,2290937.0,25.74382136915048,True,False,False,False,True,False,True,0.23605149965132352,"(0.551, 0.63]",0.4343745640981004
ZCCHC24,ENSG00000165424,ZCCHC24,protein_coding,10,79382325.0,79445624.0,3449862.0,38.76694604706293,True,True,False,False,True,False,True,0.3740420035349384,"(1.125, 1.352]",0.5664513199041228
RBPMS,ENSG00000157110,RBPMS,protein_coding,8,30384511.0,30572256.0,2813819.0,31.61957474217826,True,True,False,False,True,False,True,0.3288615652566145,"(0.72, 0.825]",0.5200157160888684
EMP2,ENSG00000213853,EMP2,protein_coding,16,10528422.0,10580632.0,388095.0,4.3611187711667565,True,True,False,False,True,False,True,0.03549400242587314,"(0.104, 0.121]",0.17478194503764147
RGS10,ENSG00000148908,RGS10,protein_coding,10,119499817.0,119542719.0,359019.0,4.03438462259374,True,True,False,False,True,False,True,0.02589191969344176,"(0.104, 0.121]",0.15601551177942846
SLC9B1,ENSG00000164037,SLC9B1,protein_coding,4,102885048.0,103019719.0,1851627.0,20.807187072493043,True,True,False,False,True,False,True,0.1626659940378227,"(0.484, 0.551]",0.35957422466749295
COL6A2,ENSG00000142173,COL6A2,protein_coding,21,46098112.0,46132848.0,154011.0,1.7306594083050884,True,True,False,False,True,False,True,0.014053461845969523,"(0.0422, 0.0495]",0.1124128375596081
SPRY4,ENSG00000187678,SPRY4,protein_coding,5,142310427.0,142326455.0,914529.0,10.27678684001691,True,True,False,False,True,False,True,0.05822144140867628,"(0.214, 0.246]",0.22485210577113157
SLC5A9,ENSG00000117834,SLC5A9,protein_coding,1,48222685.0,48248644.0,371666.0,4.17650206574283,True,True,False,False,True,False,True,0.028844807396545897,"(0.104, 0.121]",0.15107015664129408
MT1G,ENSG00000125144,MT1G,protein_coding,16,56666730.0,56668065.0,244152.0,2.7435959500068434,True,True,False,False,True,False,True,0.02260849591737257,"(0.0671, 0.0773]",0.14481774238675743
CDH4,ENSG00000179242,CDH4,protein_coding,20,61252261.0,61940617.0,3663423.0,41.16678342164685,True,True,False,False,True,False,True,0.4790606606420126,"(1.125, 1.352]",0.7097554096596316
PIK3AP1,ENSG00000155629,PIK3AP1,protein_coding,10,96593315.0,96720514.0,549813.0,6.178383630120223,True,True,False,False,True,False,True,0.05373952356902905,"(0.161, 0.185]",0.24385858685762282
ANO6,ENSG00000177119,ANO6,protein_coding,12,45215987.0,45482280.0,3051567.0,34.2912073723522,True,True,False,False,True,False,True,0.3867670913398894,"(0.825, 0.96]",0.5985168216947844
RAB7B,ENSG00000276600,RAB7B,protein_coding,1,205976740.0,206003461.0,251721.0,2.828650660783744,True,True,False,False,True,False,True,0.017742507748269815,"(0.0577, 0.0671]",0.12037482939048254
LITAF,ENSG00000189067,LITAF,protein_coding,16,11547722.0,11636381.0,1502871.0,16.888130299906347,True,True,False,False,True,False,True,0.12329625841190298,"(0.425, 0.484]",0.3076958829114162
SHC4,ENSG00000185634,SHC4,protein_coding,15,48823741.0,48963919.0,1750802.0,19.674191800451695,True,True,False,False,True,False,True,0.1373669652925104,"(0.484, 0.551]",0.32310451518144634
CDC14A,ENSG00000079335,CDC14A,protein_coding,1,100345001.0,100520277.0,1688170.0,18.970380643709873,True,True,False,False,True,False,True,0.19128036398165202,"(0.551, 0.63]",0.47925303221448645
ZNF804A,ENSG00000170396,ZNF804A,protein_coding,2,184598529.0,184939492.0,3256553.0,36.59468536724105,True,True,False,False,True,False,True,0.6342802542115227,"(1.125, 1.352]",1.0432396133678734
GRAMD1C,ENSG00000178075,GRAMD1C,protein_coding,3,113828182.0,113947174.0,2193467.0,24.648527055578743,True,True,False,False,True,False,True,0.24764632298373887,"(0.63, 0.72]",0.5118858064384925
PRICKLE3,ENSG00000012211,PRICKLE3,protein_coding,X,49174802.0,49186528.0,113729.0,1.2780006872699314,True,True,False,False,True,False,True,0.007917642302845309,"(0.027, 0.0314]",0.07530200356375145
PLA2G7,ENSG00000146070,PLA2G7,protein_coding,6,46704201.0,46735693.0,465827.0,5.2346123341354485,True,False,False,False,True,False,True,0.04485901029485629,"(0.0894, 0.104]",0.19778336851301875
SP100,ENSG00000067066,SP100,protein_coding,2,230415942.0,230545606.0,812596.0,9.131340700021957,True,True,False,False,True,False,True,0.08372176441285416,"(0.246, 0.282]",0.3085003323243856
WDFY4,ENSG00000128815,WDFY4,protein_coding,10,48684876.0,48982956.0,520857.0,5.852997951000666,True,True,False,False,True,False,True,0.046372972236936774,"(0.161, 0.185]",0.22780308057024864
UTRN,ENSG00000152818,UTRN,protein_coding,6,144285701.0,144853034.0,3333313.0,37.45725632763672,True,True,False,False,True,False,True,0.476184770069345,"(1.125, 1.352]",0.7560837197329099
PLAAT4,ENSG00000133321,PLAAT4,protein_coding,11,63536808.0,63546462.0,195890.0,2.2012640103166903,True,True,False,False,True,False,True,0.014684984363423328,"(0.0495, 0.0577]",0.10332915582097198
TKTL1,ENSG00000007350,TKTL1,protein_coding,X,154295795.0,154330350.0,147077.0,1.6527403483860732,True,True,False,False,True,False,True,0.008623595342748366,"(0.0314, 0.0362]",0.07920883765112811
CLU,ENSG00000120885,CLU,protein_coding,8,27596917.0,27614700.0,5756573.0,64.68802372587055,True,True,False,False,True,False,True,0.8180925165666451,"(1.683, 2.18]",0.7761089010295141
PPP1R3C,ENSG00000119938,PPP1R3C,protein_coding,10,91628442.0,91633071.0,554757.0,6.233940571602717,True,True,False,False,True,False,True,0.03983479910103298,"(0.14, 0.161]",0.19430440362097637
KCNJ2,ENSG00000123700,KCNJ2,protein_coding,17,70168673.0,70180044.0,1737757.0,19.527601933615298,True,True,False,False,True,False,True,0.15387315873218932,"(0.484, 0.551]",0.3446405842880668
CDCA7L,ENSG00000164649,CDCA7L,protein_coding,7,21900899.0,21945903.0,499965.0,5.618229419153526,True,True,False,False,True,False,True,0.0365396520201982,"(0.14, 0.161]",0.16994824772882286
ASB18,ENSG00000182177,ASB18,protein_coding,2,236194872.0,236264409.0,168554.0,1.894082668818824,True,False,False,False,True,False,True,0.013262160395684237,"(0.0362, 0.0422]",0.11051842925784676
CNP,ENSG00000173786,CNP,protein_coding,17,41966763.0,41977740.0,4328889.0,48.64478819927412,True,True,False,False,True,False,True,0.5408896802226365,"(1.352, 1.683]",0.7160777710892207
NIBAN1,ENSG00000135842,NIBAN1,protein_coding,1,184790724.0,184974508.0,495145.0,5.564065896106272,True,True,False,False,True,False,True,0.04654228601787355,"(0.14, 0.161]",0.22989831290712784
LSMEM2,ENSG00000179564,LSMEM2,protein_coding,3,50279087.0,50288114.0,270841.0,3.043506793701479,True,True,False,False,True,False,True,0.021079758191501815,"(0.0671, 0.0773]",0.12253873040521895
TBL1Y,ENSG00000092377,TBL1Y,protein_coding,Y,6910686.0,7101970.0,152932.0,1.7185344204694066,True,True,False,False,True,False,True,0.011461876514130874,"(0.0314, 0.0362]",0.10407793073558998
PKP2,ENSG00000057294,PKP2,protein_coding,12,32790755.0,32896777.0,1195240.0,13.431205246265357,True,True,False,False,True,False,True,0.12541101886077077,"(0.324, 0.368]",0.3602546868455971
FAM217A,ENSG00000145975,FAM217A,protein_coding,6,4049434.0,4087344.0,1061631.0,11.929808119539121,True,True,False,False,True,False,True,0.08353929343597664,"(0.246, 0.282]",0.24834972112400028
DENND1C,ENSG00000205744,DENND1C,protein_coding,19,6467207.0,6482557.0,135848.0,1.5265573192786857,True,True,False,False,True,False,True,0.009509028819820773,"(0.0314, 0.0362]",0.0826190853279543
TSHZ2,ENSG00000182463,TSHZ2,protein_coding,20,52972358.0,53495330.0,2358143.0,26.49903168655996,True,True,False,False,True,False,True,0.4756661874412616,"(0.825, 0.96]",1.0034690162897244
NFE2L3,ENSG00000050344,NFE2L3,protein_coding,7,26152198.0,26187137.0,1300857.0,14.618049398481489,True,True,False,False,True,False,True,0.11155159058286472,"(0.324, 0.368]",0.29259674084364745
NABP1,ENSG00000173559,NABP1,protein_coding,2,191678068.0,191741097.0,642348.0,7.218222137418477,True,True,False,False,True,False,True,0.06305640387214373,"(0.161, 0.185]",0.23689506916116915
DAGLB,ENSG00000164535,DAGLB,protein_coding,7,6409126.0,6484190.0,1815205.0,20.39790411887747,True,False,False,False,True,False,True,0.17394545186420385,"(0.425, 0.484]",0.36609836183593214
ZNRF2,ENSG00000180233,ZNRF2,protein_coding,7,30284597.0,30367689.0,2846525.0,31.987100091718396,True,True,False,False,True,False,True,0.30779446195128085,"(0.72, 0.825]",0.4999134432394455
TP53TG5,ENSG00000124251,TP53TG5,protein_coding,20,45372557.0,45407889.0,3255028.0,36.57754856793668,True,True,False,False,True,False,True,0.31457129235424836,"(0.96, 1.125]",0.4906698190930491
NGFR,ENSG00000064300,NGFR,protein_coding,17,49495293.0,49515008.0,141521.0,1.5903062126909406,True,True,False,False,True,False,True,0.009068806326294003,"(0.0362, 0.0422]",0.08322734141904561
LPAR5,ENSG00000184574,LPAR5,protein_coding,12,6618835.0,6635960.0,199311.0,2.2397066269857056,True,True,False,False,True,False,True,0.013281902772848167,"(0.0577, 0.0671]",0.10306318083482584
DNAH12,ENSG00000174844,DNAH12,protein_coding,3,57293699.0,57544344.0,1473028.0,16.552777184076646,True,True,False,False,True,False,True,0.12814821119953795,"(0.368, 0.425]",0.3109120997771541
STX11,ENSG00000135604,STX11,protein_coding,6,144150517.0,144191939.0,70178.0,0.7886074108734733,True,True,False,False,True,False,True,0.006312094237527956,"(0.017, 0.0198]",0.07132312546771462
MOCOS,ENSG00000075643,MOCOS,protein_coding,18,36187497.0,36272157.0,228012.0,2.5622268085166633,True,True,False,False,True,False,True,0.01759941985398693,"(0.0495, 0.0577]",0.11629054517122177
CARD18,ENSG00000255501,CARD18,protein_coding,11,105137714.0,105531697.0,561869.0,6.313859861211029,True,True,False,False,True,False,True,0.05267038545241756,"(0.14, 0.161]",0.23811860733635745
LOXL3,ENSG00000115318,LOXL3,protein_coding,2,74532258.0,74555690.0,671670.0,7.547720648371083,True,True,False,False,True,False,True,0.04918518841470813,"(0.161, 0.185]",0.19490396242790528
ADAM28,ENSG00000042980,ADAM28,protein_coding,8,24294069.0,24359014.0,843235.0,9.47563866322627,True,True,False,False,True,False,True,0.10125058519930574,"(0.282, 0.324]",0.3746201158558927
INPPL1,ENSG00000165458,INPPL1,protein_coding,11,72223701.0,72239147.0,913059.0,10.260268089212042,True,True,False,False,True,False,True,0.0720377469222463,"(0.214, 0.246]",0.22660710022543884
MS4A14,ENSG00000166928,MS4A14,protein_coding,11,60378530.0,60417756.0,83969.0,0.9435802628122016,True,True,False,False,True,False,True,0.006247555824530207,"(0.023, 0.027]",0.0718561264630778
ASB4,ENSG00000005981,ASB4,protein_coding,7,95478444.0,95540233.0,111483.0,1.252761833999365,True,True,False,False,True,False,True,0.008278734951671413,"(0.027, 0.0314]",0.0817870592879391
CCL2,ENSG00000108691,CCL2,protein_coding,17,34255218.0,34257203.0,59321.0,0.6666046370718075,True,True,False,False,True,False,True,0.005228739719873898,"(0.017, 0.0198]",0.07078358286389137
EPHA6,ENSG00000080224,EPHA6,protein_coding,3,96814581.0,97752460.0,4404826.0,49.49811090666816,True,True,False,False,True,False,True,0.9753000525647999,"(1.683, 2.18]",1.2579202835919028
RBM47,ENSG00000163694,RBM47,protein_coding,4,40423267.0,40630875.0,928672.0,10.43571520235245,True,True,False,False,True,False,True,0.09589210156532471,"(0.282, 0.324]",0.3373436785512931
CHEK2,ENSG00000183765,CHEK2,protein_coding,22,28687743.0,28742422.0,416462.0,4.679885712718921,True,False,False,False,True,False,True,0.03457567038771621,"(0.0894, 0.104]",0.16127827794644586
IFI27L2,ENSG00000119632,IFI27L2,protein_coding,14,94127779.0,94130253.0,558201.0,6.272641644916978,True,True,False,False,True,False,True,0.04141240598832144,"(0.14, 0.161]",0.1751587444469893
SYCE2,ENSG00000161860,SYCE2,protein_coding,19,12898786.0,12919293.0,811596.0,9.12010345457647,True,True,False,False,True,False,True,0.06018700610704531,"(0.185, 0.214]",0.21100288008585735
TCN2,ENSG00000185339,TCN2,protein_coding,22,30607003.0,30627271.0,276702.0,3.1093682892574854,True,True,False,False,True,False,True,0.019363573555372895,"(0.0671, 0.0773]",0.1192005109849895
RNASET2,ENSG00000026297,RNASET2,protein_coding,6,166922113.0,166957191.0,126958.0,1.4266582072682954,True,True,False,False,True,False,True,0.00870495202554367,"(0.0314, 0.0362]",0.07967044783739853
PHKA1,ENSG00000067177,PHKA1,protein_coding,X,72578814.0,72714319.0,1109143.0,12.463712125145157,True,True,False,False,True,False,True,0.09465654907982449,"(0.282, 0.324]",0.28639802944072273
SLC7A11,ENSG00000151012,SLC7A11,protein_coding,4,138164097.0,138242349.0,1819032.0,20.440909057197352,True,True,False,False,True,False,True,0.2506673648577982,"(0.63, 0.72]",0.5995249816105989
MYO1B,ENSG00000128641,MYO1B,protein_coding,2,191245185.0,191425389.0,1693517.0,19.0304661951069,True,True,False,False,True,False,True,0.22489234155436616,"(0.425, 0.484]",0.518553596053777
PLAT,ENSG00000104368,PLAT,protein_coding,8,42174718.0,42207709.0,731528.0,8.220359686247116,True,True,False,False,True,False,True,0.05810331386972193,"(0.185, 0.214]",0.2239044984583094
FAM241A,ENSG00000174749,FAM241A,protein_coding,4,112145454.0,112195256.0,1160137.0,13.036744219392386,True,True,False,False,True,False,True,0.10777664245756434,"(0.282, 0.324]",0.30591926114517004
THBS2,ENSG00000186340,THBS2,protein_coding,6,169215780.0,169254050.0,1178574.0,13.243925313670852,True,True,False,False,True,False,True,0.10097126590777056,"(0.324, 0.368]",0.28276100579529645
ENG,ENSG00000106991,ENG,protein_coding,9,127815013.0,127854658.0,612152.0,6.8789022739465135,True,True,False,False,True,False,True,0.052493036452595475,"(0.161, 0.185]",0.2062076532488792
CA10,ENSG00000154975,CA10,protein_coding,17,51630313.0,52160017.0,2674038.0,30.04882133656247,True,True,False,False,True,False,True,0.5377940644912992,"(0.96, 1.125]",0.9961467257922998
DCN,ENSG00000011465,DCN,protein_coding,12,91140484.0,91183217.0,364386.0,4.094694918899676,True,True,False,False,True,False,True,0.03989549508582804,"(0.104, 0.121]",0.2311981700844224
HNRNPA1P48,ENSG00000224578,HNRNPA1P48,protein_coding,16,51553436.0,51647132.0,82498.0,0.9270502747618883,True,True,False,False,True,False,True,0.005664606920407716,"(0.0198, 0.023]",0.06829798142676213
TAGLN2,ENSG00000158710,TAGLN2,protein_coding,1,159918107.0,159925507.0,187750.0,2.1097928323904163,True,True,False,False,True,False,True,0.014471690456200583,"(0.0495, 0.0577]",0.10706949987902942
